Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
RP11-40C6.2	ENSG00000219928.2	389.910	0.000	8.611	3.30e-78
TRIM16	ENSG00000221926.11	6.270	2.350	1.118	7.03e-22
HEPN1	ENSG00000221932.6	0.210	5.295	-2.379	5.40e-9
UBA52	ENSG00000221983.7	852.821	414.275	1.040	8.44e-57
TIAF1	ENSG00000221995.5	0.480	2.720	-1.330	2.07e-39
LINC00152	ENSG00000222041.10	35.260	4.540	2.711	1.71e-59
RP11-632K20.7	ENSG00000223509.8	1.680	5.815	-1.346	2.31e-26
HLA-DPB1	ENSG00000223865.10	59.821	17.400	1.725	2.74e-14
UBE2SP2	ENSG00000224126.2	3.540	0.085	2.065	3.79e-71
SNRPGP15	ENSG00000224543.4	0.250	1.765	-1.145	4.66e-19
HNRNPA1P48	ENSG00000224578.4	7.860	3.015	1.142	1.06e-33
RP11-51O6.1	ENSG00000224631.4	21.640	8.325	1.280	1.06e-44
SH3BP5-AS1	ENSG00000224660.1	0.900	3.050	-1.092	1.24e-18
RP11-228B15.4	ENSG00000225032.5	0.380	2.354	-1.281	1.39e-25
RP11-415J8.3	ENSG00000225313.5	0.740	3.800	-1.464	3.31e-31
RP11-390F4.3	ENSG00000225489.6	1.260	4.439	-1.267	5.45e-28
RPL35P5	ENSG00000225573.4	5.170	1.380	1.374	7.81e-45
MTND2P28	ENSG00000225630.1	211.541	441.922	-1.059	2.46e-12
FAM195B	ENSG00000225663.7	68.721	30.140	1.163	3.78e-40
FAM229A	ENSG00000225828.1	1.520	4.930	-1.235	6.43e-12
RP11-384K6.2	ENSG00000225892.3	1.460	4.205	-1.081	2.87e-23
NOL7	ENSG00000225921.6	38.550	15.440	1.266	1.50e-59
RP4-706A16.3	ENSG00000226084.5	22.420	9.355	1.177	2.60e-30
RP11-419C5.2	ENSG00000226232.8	2.460	11.160	-1.813	2.07e-18
RP11-61N20.3	ENSG00000226268.3	6.120	1.490	1.516	1.21e-19
FTH1P20	ENSG00000226564.1	13.070	1.480	2.504	1.81e-84
RP11-128M1.1	ENSG00000226644.5	1.610	0.240	1.074	4.26e-37
TBCAP1	ENSG00000226781.1	1.640	0.260	1.067	8.15e-27
RP3-417G15.1	ENSG00000227008.2	2.940	0.940	1.022	5.27e-29
LINC00511	ENSG00000227036.6	1.860	0.105	1.372	2.19e-23
RPS28P7	ENSG00000227097.5	722.222	182.518	1.979	1.96e-74
WASH7P	ENSG00000227232.5	1.200	4.410	-1.298	1.11e-15
HPN-AS1	ENSG00000227392.1	0.590	3.690	-1.561	1.59e-26
LTB	ENSG00000227507.2	7.990	2.180	1.499	1.25e-15
SPAG5-AS1	ENSG00000227543.4	0.500	2.125	-1.059	1.73e-24
RP11-452F19.3	ENSG00000228106.5	11.780	4.120	1.320	1.81e-47
MT-ATP8	ENSG00000228253.1	11020.483	37358.527	-1.761	1.62e-29
LINC01320	ENSG00000228262.8	0.460	2.050	-1.063	1.73e-9
ORM2	ENSG00000228278.3	1430.198	3502.573	-1.292	8.12e-14
OST4	ENSG00000228474.5	273.879	129.400	1.076	7.70e-69
RP3-342P20.2	ENSG00000228477.1	0.100	3.960	-2.173	5.87e-47
RP1-241P17.4	ENSG00000228532.4	3.770	0.740	1.455	9.14e-15
SPCS2P4	ENSG00000228589.3	30.960	12.140	1.282	2.97e-41
RP11-556E13.1	ENSG00000228651.1	1.140	0.000	1.098	1.21e-22
LINC00659	ENSG00000228705.1	1.390	4.703	-1.255	2.20e-14
PGA4	ENSG00000229183.8	0.050	1.700	-1.362	3.57e-43
MT1P3	ENSG00000229230.3	0.000	1.410	-1.269	1.22e-9
HMGN1P37	ENSG00000229237.2	1.590	0.000	1.373	5.96e-38
ORM1	ENSG00000229314.5	4575.773	15121.356	-1.724	3.35e-19
HLA-DRB6	ENSG00000229391.7	4.280	0.965	1.426	1.57e-14
PET100	ENSG00000229833.9	68.322	29.180	1.200	8.36e-63
PGA3	ENSG00000229859.8	0.060	2.469	-1.710	8.52e-49
GOLGA6L5P	ENSG00000230373.8	0.930	3.465	-1.210	1.80e-18
RP4-631H13.6	ENSG00000230953.2	0.000	1.500	-1.322	1.76e-7
HLA-DPA1	ENSG00000231389.7	49.969	17.045	1.498	2.45e-11
RPS18	ENSG00000231500.6	2144.461	874.278	1.293	5.72e-48
FTH1P7	ENSG00000232187.1	25.500	2.380	2.971	2.02e-72
GOLGA8N	ENSG00000232653.8	1.070	3.665	-1.172	2.69e-20
LINC00665	ENSG00000232677.6	2.160	0.485	1.089	3.09e-18
GTF2IP4	ENSG00000233369.7	23.860	8.225	1.430	1.57e-28
MTND4P20	ENSG00000233377.1	4.000	25.358	-2.398	3.83e-27
RP11-295G20.2	ENSG00000233461.5	20.340	5.555	1.703	9.96e-37
MT1XP1	ENSG00000233929.1	0.000	2.030	-1.599	2.90e-28
RP11-250B2.3	ENSG00000233967.6	0.500	2.480	-1.214	3.11e-40
H2BFS	ENSG00000234289.5	7.350	2.365	1.311	1.07e-27
MAGI2-AS3	ENSG00000234456.7	1.530	8.760	-1.948	1.65e-24
HMGN2P5	ENSG00000234664.1	42.659	13.404	1.600	2.32e-34
RP11-465N4.4	ENSG00000234678.1	4.770	1.630	1.134	3.17e-22
RP11-166B2.1	ENSG00000234719.8	0.870	3.453	-1.252	1.57e-17
GAS5	ENSG00000234741.7	169.388	80.573	1.063	1.93e-27
HLA-B	ENSG00000234745.9	788.298	281.004	1.485	1.15e-16
RPS3AP6	ENSG00000234797.5	12.820	5.885	1.005	1.09e-27
RPL23AP42	ENSG00000234851.4	644.751	238.359	1.432	1.41e-52
SOX9-AS1	ENSG00000234899.9	2.870	0.720	1.170	9.13e-19
FABP5P7	ENSG00000234964.4	8.220	1.645	1.801	1.41e-32
TECRP1	ENSG00000235043.3	6.040	1.785	1.338	4.63e-39
HGH1	ENSG00000235173.6	22.409	10.215	1.062	1.99e-38
RPL39P3	ENSG00000235174.1	319.151	110.798	1.518	2.15e-18
RP4-763G1.2	ENSG00000235200.1	5.400	19.574	-1.685	9.76e-20
SUMO2P1	ENSG00000235238.1	1.160	0.000	1.111	1.18e-6
FAM103A2P	ENSG00000235272.1	6.950	2.265	1.284	2.92e-28
RP11-575L7.8	ENSG00000235298.1	0.440	2.520	-1.289	9.72e-23
SNRPGP10	ENSG00000235363.1	1.810	5.694	-1.252	3.22e-15
TOPORS-AS1	ENSG00000235453.7	9.650	3.685	1.185	1.22e-48
RPL6P27	ENSG00000235552.4	12.270	4.930	1.162	9.28e-36
H3F3AP4	ENSG00000235655.3	144.256	34.374	2.038	4.70e-16
PNMA6A	ENSG00000235961.5	9.820	4.305	1.028	2.33e-7
RP11-215A21.2	ENSG00000236058.3	2.320	0.170	1.505	1.69e-56
HSPB1P1	ENSG00000236060.2	5.310	0.000	2.658	1.66e-49
RP11-175B9.3	ENSG00000236439.4	1.410	4.860	-1.282	6.52e-12
RPL13AP5	ENSG00000236552.2	68.802	31.064	1.122	1.31e-37
PITPNA-AS1	ENSG00000236618.2	8.520	3.245	1.165	5.67e-37
LINC00106	ENSG00000236871.6	0.560	2.260	-1.063	1.09e-12
LINC01554	ENSG00000236882.7	1.420	69.249	-4.859	4.99e-26
NDUFA6-AS1	ENSG00000237037.9	5.280	12.819	-1.138	9.18e-15
RP4-669L17.10	ENSG00000237094.11	3.090	8.316	-1.188	1.19e-9
HAND2-AS1	ENSG00000237125.8	0.120	2.285	-1.552	3.44e-58
HLA-DQA2	ENSG00000237541.3	2.190	0.425	1.163	1.62e-8
UBE2Q2P6	ENSG00000237550.5	655.975	307.128	1.092	1.39e-15
KIFC1	ENSG00000237649.7	4.370	0.205	2.156	2.31e-55
LINC01370	ENSG00000237767.1	0.530	6.555	-2.304	1.99e-14
LINC00844	ENSG00000237949.1	5.590	37.984	-2.565	5.09e-17
PTENP1	ENSG00000237984.3	1.980	0.390	1.100	5.57e-32
OR2I1P	ENSG00000237988.3	25.710	1.305	3.535	2.25e-34
SCARNA12	ENSG00000238795.1	0.370	1.865	-1.064	5.67e-19
RP11-464D20.2	ENSG00000239246.3	2.610	0.350	1.419	1.55e-43
RP11-295P9.3	ENSG00000239665.8	3.580	10.585	-1.339	6.20e-8
NME1	ENSG00000239672.7	100.099	29.344	1.736	3.98e-60
MRPS17	ENSG00000239789.5	16.480	7.290	1.076	5.73e-45
ITIH4-AS1	ENSG00000239799.1	0.580	3.970	-1.653	4.22e-33
IGKV3-20	ENSG00000239951.1	6.350	17.302	-1.316	2.63e-3
LY6G5B	ENSG00000240053.8	1.490	4.070	-1.026	3.60e-5
PSMB9	ENSG00000240065.7	50.011	17.194	1.487	6.35e-29
RP11-499P20.2	ENSG00000240291.1	2.100	7.765	-1.499	3.20e-16
PLGLA	ENSG00000240935.6	4.320	22.950	-2.171	6.68e-46
FLJ22763	ENSG00000241224.6	0.760	6.250	-2.042	3.65e-27
IGKV2-24	ENSG00000241294.1	0.370	2.074	-1.166	5.29e-8
RPL36A	ENSG00000241343.9	883.691	296.337	1.573	5.82e-59
IGKV3-11	ENSG00000241351.2	8.890	19.145	-1.026	2.15e-3
RPP21	ENSG00000241370.5	44.901	18.170	1.260	2.39e-62
RPL37P6	ENSG00000241431.1	2.030	0.000	1.599	8.18e-40
PSMC1P1	ENSG00000241506.1	13.250	5.405	1.154	3.47e-19
INMT	ENSG00000241644.2	1.570	7.730	-1.764	6.84e-36
IGKV1-9	ENSG00000241755.1	0.570	2.357	-1.097	1.74e-3
HOGA1	ENSG00000241935.8	7.790	21.020	-1.325	6.56e-23
PRR34-AS1	ENSG00000241990.5	7.780	3.390	1.000	3.51e-24
IGKV1-33	ENSG00000242076.2	1.170	5.510	-1.585	1.25e-3
LINC00969	ENSG00000242086.8	15.970	33.294	-1.015	1.63e-3
PEG10	ENSG00000242265.5	5.210	0.710	1.861	3.12e-13
STAG3L5P	ENSG00000242294.6	5.220	13.125	-1.183	5.08e-8
UGT1A10	ENSG00000242515.5	1.210	0.100	1.007	4.13e-17
HLA-DMB	ENSG00000242574.8	14.220	4.740	1.407	5.56e-17
MBL1P	ENSG00000242600.6	0.220	3.060	-1.735	3.31e-49
FTH1P23	ENSG00000242960.1	2.400	0.630	1.061	2.57e-49
IGKV1-5	ENSG00000243466.1	1.450	5.679	-1.447	3.65e-3
NME1-NME2	ENSG00000243678.11	398.434	162.714	1.287	1.52e-54
RP11-274B21.3	ENSG00000243679.1	4.960	12.679	-1.199	4.58e-10
RP11-6B4.1	ENSG00000243694.2	0.170	4.765	-2.301	2.21e-48
RP5-966M1.6	ENSG00000243696.4	6.860	66.160	-3.095	4.32e-35
PLA2G4B	ENSG00000243708.8	1.460	4.700	-1.212	7.46e-13
NPIPB5	ENSG00000243716.10	9.710	48.205	-2.200	8.53e-16
RPS12P21	ENSG00000243930.1	0.070	1.170	-1.020	2.74e-46
RPL23AP65	ENSG00000243964.1	2.830	0.525	1.329	2.76e-26
RP11-404G16.2	ENSG00000244062.1	0.350	2.570	-1.403	1.16e-22
IGKV2-28	ENSG00000244116.3	2.520	8.890	-1.490	2.38e-4
IFITM10	ENSG00000244242.1	1.820	8.635	-1.773	3.62e-14
XXbac-BPG116M5.17	ENSG00000244255.5	5.750	1.324	1.538	9.66e-5
LINC01296	ENSG00000244306.9	2.280	0.150	1.512	2.92e-34
RP11-10G12.1	ENSG00000244538.1	2.990	0.000	1.996	3.34e-66
IGKV1-27	ENSG00000244575.3	0.400	1.940	-1.070	5.39e-3
HBB	ENSG00000244734.3	15.860	167.277	-3.319	2.55e-49
NEAT1	ENSG00000245532.5	124.507	481.719	-1.943	1.13e-11
SNHG6	ENSG00000245910.8	110.921	47.349	1.211	2.29e-36
H2AFJ	ENSG00000246705.4	110.208	42.105	1.367	5.74e-43
UBAP1L	ENSG00000246922.8	0.450	1.930	-1.015	5.99e-24
TWF2	ENSG00000247596.8	30.830	12.465	1.241	1.10e-36
MTND4P12	ENSG00000247627.2	39.650	0.810	4.489	5.49e-17
RRN3P1	ENSG00000248124.7	1.240	5.655	-1.571	1.25e-33
TRIM52-AS1	ENSG00000248275.1	9.200	3.350	1.229	7.07e-50
MTATP6P1	ENSG00000248527.1	1387.526	3715.008	-1.420	1.04e-23
RP11-328K4.1	ENSG00000248740.5	3.020	13.645	-1.865	2.86e-17
RP11-510N19.5	ENSG00000249007.1	0.270	1.560	-1.011	8.48e-13
RP11-290F5.1	ENSG00000249096.6	3.190	20.870	-2.384	1.44e-36
LINC01093	ENSG00000249173.5	0.550	23.300	-3.971	3.78e-87
NPM1P27	ENSG00000249353.2	5.950	1.935	1.244	5.04e-35
RP11-434D9.1	ENSG00000249364.5	1.320	11.964	-2.482	2.64e-30
RP11-423H2.3	ENSG00000249684.5	0.190	1.485	-1.062	2.96e-15
ECSCR	ENSG00000249751.3	6.800	2.270	1.254	1.22e-32
PVT1	ENSG00000249859.7	6.010	1.035	1.784	7.25e-20
GBA3	ENSG00000249948.6	8.220	31.277	-1.808	1.37e-18
LINC01018	ENSG00000250056.5	5.580	19.171	-1.616	8.20e-12
YJEFN3	ENSG00000250067.11	0.550	2.535	-1.189	4.56e-10
RP11-622A1.2	ENSG00000250436.1	5.560	23.667	-1.911	1.49e-28
HULC	ENSG00000251164.1	307.319	57.466	2.399	1.54e-20
F11-AS1	ENSG00000251165.5	2.750	8.870	-1.396	2.92e-32
IGKV1D-39	ENSG00000251546.1	3.940	11.967	-1.392	4.79e-3
MALAT1	ENSG00000251562.7	13.790	31.885	-1.153	4.83e-4
RP11-119D9.1	ENSG00000251637.6	4.610	10.829	-1.076	2.11e-5
RNA5SP216	ENSG00000251920.1	0.000	7.302	-3.054	1.59e-19
TRNP1	ENSG00000253368.3	5.140	1.415	1.346	8.41e-12
LINC01604	ENSG00000253716.5	8.220	3.345	1.085	3.98e-34
PRKDC	ENSG00000253729.7	22.389	9.685	1.130	4.97e-16
RP11-115J16.1	ENSG00000254235.5	0.560	3.090	-1.391	1.34e-9
RP11-115C10.1	ENSG00000254607.2	1.930	7.789	-1.585	9.26e-4
RP11-496I9.1	ENSG00000254815.5	0.650	2.600	-1.125	9.34e-8
RNF185-AS1	ENSG00000254835.1	3.090	0.212	1.755	6.30e-5
RP11-326C3.2	ENSG00000255026.1	0.960	7.133	-2.053	1.31e-7
SAA2-SAA4	ENSG00000255071.3	2.750	17.052	-2.267	1.56e-11
PIGY	ENSG00000255072.1	8.940	0.005	3.306	6.41e-13
RP11-111M22.3	ENSG00000255135.3	4.520	1.645	1.061	4.45e-37
RP11-196G11.1	ENSG00000255439.6	0.570	2.975	-1.340	2.77e-47
MT1JP	ENSG00000255986.6	0.050	4.620	-2.420	1.61e-49
TRAPPC2B	ENSG00000256060.2	10.940	3.775	1.322	5.49e-35
RPL41P2	ENSG00000256338.2	37.139	17.225	1.065	2.90e-18
RP1-102E24.8	ENSG00000256433.2	0.270	2.495	-1.460	2.12e-46
RP11-73M18.2	ENSG00000256500.5	1.310	0.000	1.208	1.45e-21
RP11-680F8.1	ENSG00000256802.2	3.770	1.305	1.049	1.13e-16
SNRPEP2	ENSG00000256968.1	7.970	1.610	1.781	2.82e-64
HP	ENSG00000257017.8	8497.954	26421.961	-1.636	2.98e-17
RP11-203J24.9	ENSG00000257524.5	1.670	4.945	-1.155	4.29e-11
RP11-579D7.2	ENSG00000257653.1	1.950	0.330	1.149	5.42e-28
RP11-620J15.3	ENSG00000257698.1	5.080	1.055	1.565	8.54e-53
RP11-1143G9.4	ENSG00000257764.2	17.640	3.005	2.219	4.02e-19
RP11-256L6.3	ENSG00000257878.1	0.830	3.320	-1.239	5.22e-20
RP11-386G11.10	ENSG00000258017.1	69.622	32.095	1.094	7.95e-18
RP11-161H23.5	ENSG00000258232.2	58.602	23.370	1.290	4.29e-30
RP11-164J13.1	ENSG00000258461.5	0.770	2.985	-1.171	1.98e-22
RP11-66N24.3	ENSG00000258727.1	1.310	5.550	-1.504	6.60e-14
LINC01595	ENSG00000259108.2	0.990	6.505	-1.915	1.21e-14
RP11-316M1.12	ENSG00000259357.2	78.699	24.778	1.628	2.61e-19
RP11-830F9.5	ENSG00000259881.1	0.040	1.390	-1.200	2.41e-51
SLX1B-SULT1A4	ENSG00000260280.5	0.990	3.245	-1.093	4.32e-11
MRC1	ENSG00000260314.2	1.920	5.135	-1.071	2.95e-7
RP11-345J4.6	ENSG00000260335.1	2.120	0.000	1.642	1.56e-4
MT1L	ENSG00000260549.1	5.340	45.263	-2.867	1.56e-33
PECAM1	ENSG00000261371.5	11.390	3.285	1.532	2.92e-39
SMG1P7	ENSG00000261556.8	1.050	4.145	-1.328	1.69e-23
RP11-345J4.5	ENSG00000261740.5	18.040	5.385	1.576	5.76e-58
RP11-676J12.7	ENSG00000262003.1	0.110	1.625	-1.242	6.65e-29
RP11-667K14.4	ENSG00000262533.1	6.330	0.655	2.147	5.25e-22
GDF2	ENSG00000263761.2	0.000	4.840	-2.546	1.40e-115
RP11-334E6.12	ENSG00000263873.1	6.870	0.460	2.430	1.24e-44
RP11-159D12.2	ENSG00000264112.1	1.000	3.940	-1.305	8.45e-12
SNRPGP2	ENSG00000264350.1	9.320	2.870	1.415	5.66e-38
GJA5	ENSG00000265107.2	2.240	0.385	1.226	1.02e-31
RBM8A	ENSG00000265241.6	83.152	34.049	1.264	3.29e-57
RP11-138I1.4	ENSG00000265401.1	198.074	98.400	1.002	6.64e-21
RP11-524F11.1	ENSG00000265511.1	0.370	2.685	-1.427	1.64e-41
RP11-452I5.2	ENSG00000266036.1	7.380	2.750	1.160	3.59e-14
RP5-890E16.4	ENSG00000266341.1	4.320	0.000	2.411	2.20e-14
MRPS21	ENSG00000266472.5	63.999	22.470	1.470	1.96e-74
FXYD1	ENSG00000266964.5	79.340	237.140	-1.568	2.63e-12
RP11-49K24.6	ENSG00000267228.6	3.590	1.135	1.104	3.04e-8
SMUG1P1	ENSG00000267444.1	0.000	1.055	-1.039	1.88e-58
POLR2J2	ENSG00000267645.5	5.500	2.205	1.020	1.64e-14
NDUFA7	ENSG00000267855.5	96.837	42.579	1.167	9.36e-70
RP3-461F17.3	ENSG00000268439.5	7.650	1.780	1.638	3.70e-34
ZSCAN16-AS1	ENSG00000269293.2	8.450	3.540	1.058	4.19e-41
PTOV1-AS2	ENSG00000269352.1	2.390	6.895	-1.220	4.51e-8
RP11-394O4.5	ENSG00000269936.3	0.480	2.335	-1.172	1.21e-17
RP5-940J5.9	ENSG00000269968.1	20.359	2.015	2.825	1.22e-6
RP11-34P13.16	ENSG00000269981.1	0.850	2.820	-1.046	5.09e-8
RP1-232P20.1	ENSG00000269985.1	0.060	1.595	-1.292	1.26e-34
NBPF8	ENSG00000270231.3	2.650	12.719	-1.910	1.69e-33
HIST2H4A	ENSG00000270882.2	8.540	3.165	1.196	6.77e-22
RP11-238F2.1	ENSG00000271239.1	0.140	2.040	-1.415	1.53e-4
SRXN1	ENSG00000271303.1	30.141	10.395	1.450	1.06e-28
RP11-1259L22.2	ENSG00000271681.1	0.320	2.325	-1.333	1.81e-26
SNX29P2	ENSG00000271699.5	0.590	3.925	-1.631	4.19e-40
RP11-42O15.3	ENSG00000271992.1	4.660	11.395	-1.131	6.70e-13
HIST2H2AA4	ENSG00000272196.2	29.590	9.480	1.545	1.62e-12
RP11-284F21.10	ENSG00000272405.1	1.990	0.060	1.496	3.11e-29
RP11-713M15.2	ENSG00000272502.1	10.170	3.250	1.394	3.38e-32
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752.5	14.780	42.150	-1.451	4.67e-8
LL22NC03-N14H11.1	ENSG00000272872.1	1.960	0.290	1.198	1.07e-26
RP3-508I15.20	ENSG00000273096.1	0.000	1.745	-1.457	4.80e-18
RP11-458F8.4	ENSG00000273142.1	1.310	3.715	-1.029	1.74e-12
RP4-583P15.15	ENSG00000273154.3	2.090	7.120	-1.394	1.02e-32
RP11-756A22.7	ENSG00000273628.1	2.130	0.000	1.646	2.60e-20
TAF9	ENSG00000273841.4	33.171	15.970	1.010	1.93e-35
Metazoa_SRP	ENSG00000274012.1	343.769	129.247	1.404	1.20e-14
uc_338	ENSG00000274051.1	0.000	1.365	-1.242	4.08e-27
RP4-568C11.4	ENSG00000274173.1	1.020	3.250	-1.073	3.07e-10
RP4-564F22.6	ENSG00000275285.1	0.540	5.865	-2.156	5.41e-43
RP13-516M14.10	ENSG00000275888.1	0.380	1.960	-1.101	1.50e-25
PRSS2	ENSG00000275896.4	0.030	1.250	-1.127	1.60e-22
HULC	ENSG00000276019.1	127.221	34.625	1.848	6.45e-12
UHRF1	ENSG00000276043.4	1.790	0.115	1.323	6.25e-35
HERC2P2	ENSG00000276550.4	4.350	13.429	-1.431	8.98e-6
MARCKS	ENSG00000277443.1	15.050	5.100	1.396	5.08e-28
TRAC	ENSG00000277734.4	7.940	2.665	1.286	3.38e-12
PSMB3	ENSG00000277791.4	225.627	100.068	1.165	7.70e-57
SRD5A2	ENSG00000277893.1	1.170	6.605	-1.809	1.59e-20
RP11-452N17.1	ENSG00000277998.1	37.569	5.960	2.470	9.36e-52
IGLV2-8	ENSG00000278196.1	0.550	2.785	-1.288	3.27e-6
RP11-132A1.6	ENSG00000278683.1	1.100	6.998	-1.929	2.20e-45
RP11-609D21.3	ENSG00000279296.1	1.080	3.600	-1.145	9.69e-8
RP11-369J21.12	ENSG00000279399.1	1.730	0.330	1.038	8.97e-5
RP11-258F1.2	ENSG00000279428.1	0.230	1.655	-1.110	9.13e-37
RP11-715H19.2	ENSG00000279444.1	0.000	1.020	-1.014	1.02e-18
RPL41	ENSG00000279483.1	2353.512	831.227	1.500	7.63e-52
RP11-394B2.1	ENSG00000279569.1	0.230	1.495	-1.020	2.61e-32
RP11-43N16.4	ENSG00000279861.1	0.690	3.215	-1.318	1.67e-22
RP11-286N22.16	ENSG00000279878.1	0.060	1.165	-1.030	5.25e-29
RP11-361L15.3	ENSG00000280416.1	20.530	65.360	-1.624	1.61e-3
LINC01348	ENSG00000280587.1	1.200	8.645	-2.132	5.14e-42
U91328.1	ENSG00000281052.1	1.960	0.000	1.566	1.88e-3
RP11-817J15.3	ENSG00000281655.1	0.040	1.375	-1.191	3.70e-21
WASH5P	ENSG00000282458.1	5.200	12.530	-1.126	3.52e-5
LINC01002	ENSG00000282508.1	3.890	14.567	-1.671	1.84e-11
